,TITLE,ORCHESTRA,SINGER,STYLE,DATE,COMPOSER,AUTHOR,SOLOIST,DIRECTOR
10472,La huella,Cuarteto Típico Roberto FIRPO,,TANGO,1939-02-02,Manuel Aníbal Villanueva,,,
10473,El esquinazo,Cuarteto Típico Roberto FIRPO,,MILONGA,1939-03-03,Ángel Villoldo,Carlos Pesce y Antonio Polito,,
10474,Sentimiento criollo,Cuarteto Típico Roberto FIRPO,,TANGO,1939-03-31,Roberto Firpo,Domingo Lombardi,,
10475,Sueño florido,Cuarteto Típico Roberto FIRPO,,VALS,1939-04-05,Roberto Firpo,,,
10476,Vieja milonga,Cuarteto Típico Roberto FIRPO,,MILONGA,1939-04-05,Samuel Castriota,,,
10477,Fantasma (2),Roberto FIRPO,Alberto Diale,TANGO,1939-12-28,Mario Maurano,José Roberto De Prisco,,
10478,Martes 13 (2),Roberto FIRPO,Alberto Diale,POLCA,1939-12-28,?,?,,
10479,Valiente gitana,Roberto FIRPO,,PASODOBLE,1939-12-28,?,?,,
10480,De vuelta al pago,Roberto FIRPO,,TANGO,1940-04-25,Roberto Firpo,,,
10481,Flor de fango,Cuarteto Típico Roberto FIRPO,,MILONGA,1940-04-25,Augusto Gentile,Pascual Contursi,,
10482,Germaine,Cuarteto Típico Roberto FIRPO,,TANGO,1940-04-25,Alberto López Buchardo,,,
10483,La trifulca,Roberto FIRPO,,MILONGA,1940-04-25,Juan Rezzano,Jesús Fernández Blanco,,
10484,Lágrimas,Cuarteto Típico Roberto FIRPO,,TANGO,1940-04-25,Edgardo Donato,Maruja Pacheco Huergo,,
10485,Sabado ingles,Cuarteto Típico Roberto FIRPO,,TANGO,1940-04-25,Juan Maglio,,,
10486,El choclo,Cuarteto Típico Roberto FIRPO,,TANGO,1940-08-29,Angel Villoldo,Angel Villoldo,,
10487,El entrerriano,Cuarteto Típico Roberto FIRPO,,TANGO,1940-08-29,Rosendo Mendizabal,Homero Exposito,,
10488,Cosas olvidadas,Roberto FIRPO,Alberto Diale,TANGO,1940-09-28,Antonio Rodio,José María Contursi,,
10489,Quién será,Roberto FIRPO,Alberto Diale,VALS,1940-09-28,Luis Visca,Luis Rubistein,,
10490,Con cual sera,Roberto FIRPO,Alberto Diale,PASODOBLE,1941-01-08,?,?,,
10491,El talento,Roberto FIRPO,,TANGO,1941-01-08,Roberto Firpo,,,
10492,El tapial,Cuarteto Típico Roberto FIRPO,,TANGO,1941-01-08,?,?,,
10493,Gran muñeca,Cuarteto Típico Roberto FIRPO,,TANGO,1941-01-08,Alfredo Bevilacqua,,,
10494,Titina,Roberto FIRPO,Alberto Diale,PASODOBLE,1941-01-08,?,?,,
10495,Una partida,Roberto FIRPO,,TANGO,1941-01-08,?,?,,
10496,La chola,Roberto FIRPO,,TANGO,1941-05-16,?,?,,
10497,Tristeza criolla (2),Roberto FIRPO,Alberto Diale y Ignacio Murillo,TANGO,1941-05-16,?,?,,
10498,Pena mulata,Cuarteto Típico Roberto FIRPO,,MILONGA,1941-06-16,Sebastián Piana,Homero Manzi,,
10499,Alma andaluza,Roberto FIRPO,Alberto Diale,PASODOBLE,1941-09-16,?,?,,
10500,Vino de Hungria,Roberto FIRPO,,FOXTROT,1941-09-16,?,?,,
10501,Angustias del corazon,Roberto FIRPO,,VALS,1942-01-02,?,?,,
10502,De mi arrabal,Roberto FIRPO,,MILONGA,1942-01-02,Roberto Firpo,,,
10503,Un lamento,Cuarteto Típico Roberto FIRPO,,TANGO,1942-01-02,Graciano De Leone,Eugenio Cardenas,,
10504,Ataniche,Cuarteto Típico Roberto FIRPO,,TANGO,1942-06-15,Ernesto Ponzio,,,
10505,Elvira te quiero,Roberto FIRPO,Ignacio Murillo,VALS,1942-07-15,Rodolfo Sciammarella,Manuel Romero,,
10506,Muchachita buena (2),Roberto FIRPO,Alberto Diale,TANGO,1942-07-15,?,?,,
10507,A la fiesta chicas,Roberto FIRPO,Alberto Diale,PASODOBLE,1942-07-21,?,?,,
10508,Escríbeme,Roberto FIRPO,Alberto Diale,TANGO,1942-07-21,Giovanni Raimondo,Enrico Frati,,
10509,Don Esteban,Cuarteto Típico Roberto FIRPO,,TANGO,1942-08-05,Augusto Berto,,,
10510,Lo mismo que ayer (2),Roberto FIRPO,Alberto Diale,TANGO,1942-08-05,Roberto Firpo,Vicente Planells del Campo,,
10511,Ojos negros,Cuarteto Típico Roberto FIRPO,,TANGO,1942-08-05,Vicente Greco,Pedro Numa Cordoba,,
10512,Vals del recuerdo,Roberto FIRPO,Alberto Diale,VALS,1942-08-05,Príncipe Kalender,Ben Molar,,
10513,El niño Jacinto,Roberto FIRPO,Alberto Diale,MILONGA,1943-04-27,Atilio Bruni,Juan De La Huerta,,
10514,Petit gris,Roberto FIRPO,Alberto Diale,TANGO,1943-04-27,?,?,,
10515,Si alguna vez (2),Roberto FIRPO,Ignacio Murillo,TANGO,1943-04-27,?,?,,
10516,Volver a vernos,Roberto FIRPO,Ignacio Murillo,TANGO,1943-04-27,Joaquín Mora,Luis Castiñeira,,
10517,El repique,Cuarteto Típico Roberto FIRPO,,MILONGA,1944-03-31,Roberto Firpo,,,
10518,La rosarina,Cuarteto Típico Roberto FIRPO,,TANGO,1944-03-31,Ricardo González,,,
10519,Al volver de madrugada,Roberto FIRPO,Ignacio Murillo,TANGO,1944-04-21,?,?,,
10520,Argañaraz (Aquellas farras),Roberto FIRPO,Ignacio Murillo,TANGO,1944-04-21,Roberto Firpo,Enrique Cadícamo,,
10521,Lenguaje de amor,Roberto FIRPO,Ignacio Murillo,VALS,1944-04-21,?,?,,
10522,Luna,Roberto FIRPO,Ignacio Murillo,MILONGA,1944-04-21,Lucio Demare,Homero Manzi,,
10523,El llorón,Cuarteto Típico Roberto FIRPO,,TANGO MILONGA,1944-06-02,Juan Maglio,Enrique Cadícamo,,
10524,Recordado lo pasado,Cuarteto Típico Roberto FIRPO,,VALS,1944-06-02,?,?,,
10525,El toto,Cuarteto Típico Roberto FIRPO,,TANGO,1944-09-11,?,?,,
10526,Noche calurosa,Cuarteto Típico Roberto FIRPO,,VALS,1944-09-11,Roberto Firpo,,,
10527,Olga,Cuarteto Típico Roberto FIRPO,,VALS,1946-07-25,Francisco Peña,Francisco Peña,,
10528,Champagne tango,Cuarteto Típico Roberto FIRPO,,TANGO,1946-09-25,Manuel Aróztegui,Pascual Contursi,,
10529,La payanca,Cuarteto Típico Roberto FIRPO,,TANGO,1946-10-21,Augusto Berto,Jesús Fernández Blanco,,
10530,Me gusta bailar,Cuarteto Típico Roberto FIRPO,,MILONGA,1946-11-21,?,?,,
10531,Chamberguito de los gauchos,Cuarteto Típico Roberto FIRPO,,MILONGA,1946-12-16,?,?,,
10532,Alma de bohemio,Cuarteto Típico Roberto FIRPO,,TANGO,1947-05-21,Roberto Firpo,Juan Andrés Caruso,,
10533,Desde el alma,Cuarteto Típico Roberto FIRPO,,VALS,1947-05-25,Rosita Melo,Homero Manzi y Víctor Piuma Vélez,,
10534,De pura cepa (2),Cuarteto Típico Roberto FIRPO,,TANGO,1948-01-21,Roberto Firpo,,,
10535,Didí,Cuarteto Típico Roberto FIRPO,,TANGO,1948-01-21,Roberto Firpo,,,
10536,Milonga orillera,Cuarteto Típico Roberto FIRPO,,MILONGA,1948-05-28,Roberto Firpo,,,
10537,Gran Hotel Victoria (Hotel Victoria),Cuarteto Típico Roberto FIRPO,,TANGO,1948-08-13,Feliciano Latasa,Carlos Pesce,,
10538,De mi arrabal,Cuarteto Típico Roberto FIRPO,,MILONGA,1949-05-18,Roberto Firpo,,,
10539,La puñalada,Cuarteto Típico Roberto FIRPO,,MILONGA,1949-07-27,Pintín Castellanos,Celedonio Flores,,
10540,Siempre te recuerdo (2),Cuarteto Típico Roberto FIRPO,,VALS,1950-03-06,Roberto Firpo,,,
10541,Organito de suburbio,Cuarteto Típico Roberto FIRPO,,MILONGA,1951-08-07,?,?,,
10542,El porteñito,Cuarteto Típico Roberto FIRPO,,MILONGA,1951-11-07,Ángel Villoldo,Ángel Villoldo,,
10543,El amanecer,Cuarteto Típico Roberto FIRPO,,TANGO,1953-12-11,Roberto Firpo,,,
10544,El Incendio,Rodolfo BIAGI,,TANGO,1938-08-19,Arturo De Bassi,,,
10545,Gólgota,Rodolfo BIAGI,Teofilo Ibañez,TANGO,1938-08-19,Rodolfo Biagi,Francisco Gorrindo,,
10546,Unión Cívica,Rodolfo BIAGI,,TANGO,1938-10-17,Domingo Santa Cruz,,,
10547,Viejo portón,Rodolfo BIAGI,Teofilo Ibañez,VALS,1938-10-17,Héctor Palacios,Máximo Orsi,,
10548,El trece,Rodolfo BIAGI,,TANGO,1938-11-15,Albérico Spátola,Angel Gregorio Villoldo,,
10549,Loca de Amor,Rodolfo BIAGI,Teofilo Ibañez,VALS,1938-11-15,Pablo Vázquez,Ricardo Podestá,,
10550,Lejos de ti,Rodolfo BIAGI,Teofilo Ibañez,VALS,1938-12-02,Mauricio Saiovich,Manuel Meaños,,
10551,Una pena,Rodolfo BIAGI,Teofilo Ibañez,TANGO,1938-12-02,Adolfo Rosquellas,Arturo Albert,,
10552,Alma de bohemio,Rodolfo BIAGI,Teofilo Ibañez,TANGO,1939-03-24,Roberto Firpo,Juan Andrés Caruso,,
10553,La maleva,Rodolfo BIAGI,,TANGO,1939-03-24,Antonio Buglione,Mario Pardo,,
10554,Campo afuera,Rodolfo BIAGI,Teofilo Ibañez,MILONGA,1939-04-27,Rodolfo Biagi,Homero Manzi,,
10555,La novena,Rodolfo BIAGI,Teofilo Ibañez,TANGO,1939-04-27,Miguel Bonano,Alfredo Bigeschi,,
10556,Dichas que viví,Rodolfo BIAGI,Andrés Falgás,VALS,1939-07-13,Fernando José Lupi,Enrique Lupi,,
10557,Pura clase,Rodolfo BIAGI,,TANGO,1939-07-13,Adolfo Rosquellas,,,
10558,Cielo,Rodolfo BIAGI,Andrés Falgás,TANGO,1939-09-18,Andrés Falgás,Mario Landi,,
10559,El rápido,Rodolfo BIAGI,,TANGO,1939-09-18,Roberto Firpo,,,
10560,Dejame amarte aunque sea un dia,Rodolfo BIAGI,Andrés Falgás,VALS,1939-09-22,Ernestina Lecuona,Venancio Clauso,,
10561,Son cosas del bandoneon,Rodolfo BIAGI,Andrés Falgás,TANGO,1939-09-22,Enrique Rodríguez,Enrique Cadícamo,,
10562,Griseta,Rodolfo BIAGI,Andrés Falgás,TANGO,1939-10-26,Enrique Delfino,José González Castillo,,
10563,Queja indiana,Rodolfo BIAGI,Andrés Falgás,TANGO,1939-10-26,Juan Rodríguez,Juan Velich,,
10564,Deja el mundo como está,Rodolfo BIAGI,Andrés Falgás,TANGO,1940-03-14,Rodolfo Biagi,Rodolfo Sciammarella,,
10565,La chacarera,Rodolfo BIAGI,Andrés Falgás,TANGO,1940-03-14,Juan Maglio y José Servidio,Juan Andrés Caruso,,
10566,Cicatrices,Rodolfo BIAGI,Andrés Falgás,TANGO,1940-03-27,Adolfo Avilés,Enrique Maroni,,
10567,El último adiós,Rodolfo BIAGI,Andrés Falgás,VALS,1940-03-27,Juan Santini,Nicolás Trimani,,
10568,A mí no me interesa,Rodolfo BIAGI,Andrés Falgás,TANGO,1940-04-12,Marcos Larrosa,Alfredo Defilpo,,
10569,El estribo,Rodolfo BIAGI,,TANGO,1940-04-12,Vicente Greco,,,
10570,El Yaguarón,Rodolfo BIAGI,,TANGO,1940-06-19,Cipriano Nava,,,
10571,Todo te nombra,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-06-19,Francisco Canaro,Ivo Pelay,,
10572,Cantando se van las penas (2),Rodolfo BIAGI,Jorge Ortiz,MILONGA,1940-06-28,Roberto Luratti,Roberto Luratti,,
10573,Pinta orillera,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-06-28,Antonio Arcieri,David Farina Ortiz,,
10574,Guapo y varón,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-07-16,Enrique Delfino,Manuel Romero,,
10575,Quiero verte una vez mas,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-07-16,Mario Canaro,José María Contursi,,
10576,Callecita de mi barrio,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-10-04,Alberto Laporte y Otelo Gasparini,Enrique Maroni,,
10577,Por un beso de amor (Per un bacio d'amor),Rodolfo BIAGI,Jorge Ortiz,VALS,1940-10-04,Nino Ravasini,Enrique Cadícamo y Umberto Bertini,,
10578,Marcas,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-10-15,Héctor Artola,Carlos Bahr,,
10579,Misa de once,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-10-15,Juan José Guichandut,Armando Tagini,,
10580,La marca de fuego,Rodolfo BIAGI,,TANGO,1940-12-17,Juan Maglio,Antonio Viergol,,
10581,No le digas que la quiero,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-12-17,Enrique Delfino,Alberto Vacarezza,,
10582,Re fa si,Rodolfo BIAGI,,TANGO,1940-12-26,Enrique Delfino,,,
10583,Yo también,Rodolfo BIAGI,Jorge Ortiz,TANGO,1940-12-26,Luis Visca,Luis Rubistein,,
10584,El entrerriano,Rodolfo BIAGI,,TANGO,1941-01-14,Rosendo Mendizabal,Homero Exposito,,
10585,Pájaro ciego,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-01-14,Antonio Bonavena,Lito Bayardo,,
10586,Humillación,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-03-15,Rodolfo Biagi,Carlos Bahr,,
10587,Será lo mejor,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-03-15,Alfredo David,Alfredo David,,
10588,La marcha nupcial,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-03-26,Venancio Clauso,Armando Tagini,,
10589,Lágrimas y sonrisas,Rodolfo BIAGI,,VALS,1941-03-26,Pascual De Gullo,Pascual De Gullo,,
10590,Romántico bulincito,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-03-26,Augusto Gentile,Enrique Dizeo,,
10591,Zaraza,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-03-26,Benjamín Tagle Lara,Benjamín Tagle Lara,,
10592,Cuatro palabras,Rodolfo BIAGI,Jorge Ortiz,VALS,1941-07-29,Miguel Bucino,Miguel Bucino,,
10593,Ya lo ves,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-07-29,Juan D'Arienzo,Luis Rubistein,,
10594,Ahora no me conocés,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-09-26,Armando Baliotti,Carlos Giampetruzzi,,
10595,Carillón de La Merced,Rodolfo BIAGI,Jorge Ortiz,TANGO,1941-09-26,Enrique Santos Discépolo,Enrique Santos Discépolo y Alfredo Le Pera,,
10596,Pájaro herido,Rodolfo BIAGI,,VALS,1941-10-07,Armando Raffo,Esteban Perna,,
10597,Quejas de bandoneón,Rodolfo BIAGI,,TANGO,1941-10-07,Juan de Dios Filiberto,,,
10598,Didí,Rodolfo BIAGI,,TANGO,1941-10-21,Roberto Firpo,,,
10599,Picante,Rodolfo BIAGI,,MILONGA,1941-10-21,José Luis Padula,,,
10600,Marcheta (Marquita),Rodolfo BIAGI,,VALS,1941-12-03,Víctor Schertzinger,,,
10601,No puede ser,Rodolfo BIAGI,Alberto Lago,TANGO,1941-12-03,Marcos Larrosa y Juan Carlos Howard,Julio Jorge Nelson,,
10602,Arrebato,Rodolfo BIAGI,Alberto Lago,TANGO,1942-01-16,Oscar Valpreda,Gerónimo Sureda,,
10603,Bélgica,Rodolfo BIAGI,,TANGO,1942-01-20,Enrique Delfino,,,
10604,Sentimiento gaucho,Rodolfo BIAGI,,TANGO,1942-02-02,Francisco Canaro y Rafael Canaro,Juan Andrés Caruso,,
10605,Te odio,Rodolfo BIAGI,Alberto Lago,TANGO,1942-02-02,Francisco Pracánico,Celedonio Flores,,
10606,Calla corazón,Rodolfo BIAGI,Jorge Ortiz,TANGO,1942-04-15,Enrique Delfino,Mario Rada,,
10607,La cumparsita,Rodolfo BIAGI,Jorge Ortiz,TANGO,1942-04-15,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,,
10608,Amor y vals,Rodolfo BIAGI,Alberto Lago,VALS,1942-05-22,Rodolfo Biagi,Carlos Bahr,,
10609,Metido,Rodolfo BIAGI,Alberto Lago,TANGO,1942-05-22,Príncipe Cubano,Príncipe Cubano,,
10610,Catorce primaveras,Rodolfo BIAGI,Jorge Ortiz,TANGO,1942-08-28,Eduardo Pataro Conte,Julio Navarrine,,
10611,Oyendo tu voz,Rodolfo BIAGI,Jorge Ortiz,TANGO,1942-08-28,Marcos Larrosa,Julio Jorge Nelson,,
10612,Indiferencia,Rodolfo BIAGI,Jorge Ortiz,TANGO,1942-09-10,Rodolfo Biagi,Juan Carlos Thorry,,
10613,La cumparsita,Rodolfo BIAGI,,TANGO,1942-09-19,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,,
10614,Si de mí te has olvidado,Rodolfo BIAGI,Jorge Ortiz,TANGO,1942-10-29,Osvaldo Fresedo,José María Contursi,,
10615,Pueblito de provincia,Rodolfo BIAGI,Jorge Ortiz,TANGO,1943-01-15,Héctor Stamponi,Homero Expósito,,
10616,Señor señor,Rodolfo BIAGI,Jorge Ortiz,TANGO,1943-01-15,Ángel Juan Welles,Venancio Clauso,,
10617,A la luz del candil,Rodolfo BIAGI,Carlos Acuña,TANGO,1943-03-03,Carlos Vicente Geroni Flores,Julio Navarrine,,
10618,Arlette,Rodolfo BIAGI,Alberto Amor,TANGO,1943-03-03,Antonio Bonavena,Horacio Sanguinetti,,
10619,Por algo será,Rodolfo BIAGI,Alberto Amor,TANGO,1943-03-03,Carlos Ignacio Rivero,Otello Enrique Elli,,
10620,Yo tengo un puñal,Rodolfo BIAGI,Carlos Acuña,TANGO,1943-03-03,Luis Moresco,José Terragno,,
10621,Barrio reo,Rodolfo BIAGI,Carlos Acuña,TANGO,1943-04-29,Roberto Fugazot,Alfredo Navarrine,,
10622,Canción de rango (Pa' que se callen),Rodolfo BIAGI,Carlos Acuña,TANGO,1943-04-29,Raúl Kaplún,José María Suñé,,
10623,Soy del 90,Rodolfo BIAGI,Carlos Acuña,MILONGA,1943-07-08,Tito Ribero,Carlos Waiss,,
10624,Tres horas,Rodolfo BIAGI,Alberto Amor,TANGO,1943-07-08,Héctor Varela,Alberto Nery,,
10625,Adiós te vas,Rodolfo BIAGI,Carlos Acuña,TANGO,1943-08-24,Egidio Pittaluga,Cátulo Castillo,,
10626,Prisionero (2),Rodolfo BIAGI,Alberto Amor,VALS,1943-08-24,Julio Carressons,Carlos Bahr,,
10627,Lonjazos,Rodolfo BIAGI,Carlos Acuña,TANGO,1943-12-07,Andrés Domenech,Jesús Fernández Blanco,,
10628,Si la llegaran a ver,Rodolfo BIAGI,Alberto Amor,TANGO,1943-12-07,Juan D'Arienzo,Enrique Cadícamo,,
10629,Lisón,Rodolfo BIAGI,Alberto Amor,TANGO,1944-04-11,José Ranieri,Julián Centeya,,
10630,Sueño de juventud,Rodolfo BIAGI,Carlos Acuña,VALS,1944-04-11,Enrique Santos Discepolo,Enrique Santos Discepolo,,
10631,Uno,Rodolfo BIAGI,Carlos Acuña,TANGO,1944-04-11,Mariano Mores,Enrique Santos Discepolo,,
10632,Nada,Rodolfo BIAGI,Alberto Amor,TANGO,1944-05-09,José Dames,Horacio Sanguinetti,,
10633,Tu voz,Rodolfo BIAGI,Carlos Acuña,TANGO,1944-05-09,Juan Antonio Migliore,Ricardo Duggan,,
10634,Sosiego en la noche,Rodolfo BIAGI,Carlos Acuña,TANGO,1944-05-30,Roberto Garza,Carlos Bahr,,
10635,A suerte y verdad,Rodolfo BIAGI,Carlos Acuña,TANGO,1944-08-11,Carlos Parodi,Carlos Waiss,,
10636,Como el hornero,Rodolfo BIAGI,Alberto Amor,TANGO,1944-08-11,Manuel Sucher,José Rótulo,,
10637,Seamos Amigos,Rodolfo BIAGI,Alberto Amor,TANGO,1944-09-15,Domingo Rullo,Príncipe Cubano,,
10638,Viento malo,Rodolfo BIAGI,Alberto Amor,TANGO,1944-09-15,Miguel Nijensohn y José Nieso,José María Suñé,,
10639,Magdala,Rodolfo BIAGI,Jorge Ortiz,TANGO,1945-01-24,Rodolfo Biagi,Francisco Gorrindo,,
10640,Yuyo verde,Rodolfo BIAGI,Jorge Ortiz,TANGO,1945-01-24,Domingo Federico,Homero Expósito,,
10641,Copas amigas y besos,Rodolfo BIAGI,Jorge Ortiz,TANGO,1945-02-06,Mariano Mores,Enrique Cadícamo,,
10642,Paloma,Rodolfo BIAGI,Alberto Amor,VALS,1945-02-06,Juan José Guichandut,Horacio Sanguinetti,,
10643,Equipaje,Rodolfo BIAGI,Jorge Ortiz,TANGO,1945-04-24,Héctor Artola,Carlos Bahr,,
10644,Trenzas,Rodolfo BIAGI,Jorge Ortiz,TANGO,1945-04-25,Armando Pontier,Homero Expósito,,
10645,Me quedé mirándola,Rodolfo BIAGI,Alberto Amor,TANGO,1945-05-25,Vicente Spina,Roberto Miró,,
10646,Tu melodía,Rodolfo BIAGI,Jorge Ortiz,VALS,1945-05-25,Alberto Suárez Villanueva,Oscar Rubens,,
10647,Café de Los Angelitos,Rodolfo BIAGI,Alberto Amor,TANGO,1945-06-15,José Razzano y Cátulo Castillo,José Razzano y Cátulo Castillo,,
10648,Cuando se ha querido mucho,Rodolfo BIAGI,Jorge Ortiz,TANGO,1945-06-15,Federico Leone,Enrique Dizeo,,
10649,Mis amores de ayer,Rodolfo BIAGI,Alberto Amor,TANGO,1945-09-06,Oscar Sabino y M. Rocha,Horacio Sanguinetti,,
10650,Soledad la de Barracas,Rodolfo BIAGI,Jorge Ortiz,TANGO,1945-09-06,Roberto Garza,Carlos Bahr,,
10651,Anselmo Laguna,Rodolfo BIAGI,Alberto Amor,TANGO,1945-10-15,Vicente Salerno,Marvil,,
10652,Tus labios me diran,Rodolfo BIAGI,Alberto Amor,TANGO,1945-10-15,Emilio Brameri,Héctor Negro,,
10653,Hoy te quiero mucho más,Rodolfo BIAGI,Alberto Amor,TANGO,1945-11-30,Carlos Lazzari,Horacio Sanguinetti,,
10654,Pobre negrito (Flor de Montserrat),Rodolfo BIAGI,Alberto Amor,MILONGA,1945-11-30,Juan Santini,Vicente Planells del Campo,,
10655,Aroma de amor,Rodolfo BIAGI,Alberto Amor,VALS,1946-01-18,Román Juri,Carlos Waiss,,
10656,Pudo ser una vida,Rodolfo BIAGI,Alberto Amor,TANGO,1946-01-18,Elías Randal,Carlos Bahr,,
10657,Adiós pampa mía,Rodolfo BIAGI,Alberto Amor,TANGO,1946-01-31,Francisco Canaro y Mariano Mores,Ivo Pelay,,
10658,Marol,Rodolfo BIAGI,Alberto Amor,TANGO,1946-01-31,Alberto Nery,Federico Silva,,
10659,Cuatro lágrimas,Rodolfo BIAGI,Alberto Amor,TANGO,1946-04-17,Lito Bayardo,Lito Bayardo,,
10660,Levanta tu corazón,Rodolfo BIAGI,Alberto Amor,TANGO,1946-04-17,Venancio Clauso,Venancio Clauso,,
10661,Camino del Tucumán,Rodolfo BIAGI,Alberto Amor,TANGO,1946-05-23,José Razzano y Cátulo Castillo,José Razzano y Cátulo Castillo,,
10662,Mientras duerme la ciudad,Rodolfo BIAGI,Carlos Saavedra,TANGO,1946-05-23,Alberto Suárez Villanueva,Oscar Rubens,,
10663,El irresistible,Rodolfo BIAGI,,TANGO,1946-06-18,Lorenzo Logatti,,,
10664,Gracias,Rodolfo BIAGI,Carlos Saavedra,TANGO,1946-06-18,Elías Randal,Carlos Bahr,,
10665,Con mi perro,Rodolfo BIAGI,Alberto Amor,MILONGA,1946-07-10,Aníbal Troilo,José María Contursi,,
10666,Lucienne,Rodolfo BIAGI,Alberto Amor,TANGO,1946-07-10,Domingo Rullo,Jorge Fuentes,,
10667,La huella,Rodolfo BIAGI,,TANGO,1946-08-16,Manuel Aníbal Villanueva,,,
10668,Por eso grito,Rodolfo BIAGI,Carlos Saavedra,TANGO,1946-08-16,Edgardo Donato,César Córdoba,,
10669,Cuando llora la milonga,Rodolfo BIAGI,Alberto Amor,TANGO,1946-11-22,Juan de Dios Filiberto,María Luisa Carnelli,,
10670,Sin palabras,Rodolfo BIAGI,Carlos Saavedra,TANGO,1946-11-22,Mariano Mores,Enrique Santos Discepolo,,
10671,Esta noche me emborracho,Rodolfo BIAGI,Carlos Saavedra,TANGO,1946-12-30,Enrique Santos Discepolo,Enrique Santos Discepolo,,
10672,Mañana por la mañana,Rodolfo BIAGI,Alberto Amor,VALS,1946-12-30,Emilio Brameri,Juan García,,
10673,Margot,Rodolfo BIAGI,Carlos Saavedra,TANGO,1947-09-23,José Ricardo y Carlos Gardel,Celedonio Flores,,
10674,Y dicen que no te quiero,Rodolfo BIAGI,Alberto Amor,TANGO,1947-09-23,José Canet,José Canet,,
10675,La viruta,Rodolfo BIAGI,,TANGO,1948-07-22,Vicente Greco,,,
10676,Por la huella,Rodolfo BIAGI,Carlos Saavedra,MILONGA,1948-07-22,Antonio Sureda,Homero Manzi,,
10677,A la gran muñeca,Rodolfo BIAGI,,TANGO,1950-04-13,Jesus Ventura,Miguel Osés,,
10678,Matala,Rodolfo BIAGI,Carlos Heredia,TANGO,1950-04-13,Eduardo Bonessi,Eduardo Bonessi y Julio Bonnet,,
10679,Racing Club,Rodolfo BIAGI,,TANGO,1950-09-13,Vicente Greco,Carlos Pesce,,
10680,Serenata campera,Rodolfo BIAGI,Hugo Duval,VALS,1950-09-13,Feliciano Brunelli,Lito Bayardo,,
10681,Bailarina de tango,Rodolfo BIAGI,Hugo Duval,TANGO,1951-07-30,Oscar de la Fuente,Horacio Sanguinetti,,
10682,Caricias,Rodolfo BIAGI,Carlos Heredia,TANGO,1951-07-30,Juan Martí,Alfredo Bigeschi,,
10683,Adoración,Rodolfo BIAGI,Hugo Duval y Carlos Heredia,VALS,1951-10-04,Ramón Eladio Argüello,Pedro Pidoto,,
10684,Por tener un corazón,Rodolfo BIAGI,Hugo Duval,TANGO,1951-10-04,Rodolfo Biagi,Francisco Gorrindo,,
10685,El recodo,Rodolfo BIAGI,,TANGO,1952-11-05,Alejandro Junnissi,Armando Tagini,,
10686,La copa del olvido,Rodolfo BIAGI,Hugo Duval,TANGO,1952-11-05,Enrique Delfino,Alberto Vacarezza,,
10687,El Internado,Rodolfo BIAGI,,TANGO,1953-05-19,Francisco Canaro,,,
10688,Y volvemos a querernos,Rodolfo BIAGI,Carlos Heredia,TANGO,1953-05-19,Luciano Leocata,Abel Aznar,,
10689,Estas llorando,Rodolfo BIAGI,Hugo Duval,TANGO,1953-12-12,Juan Alfredo Pedernera,Carlos Antonio Russo,,
10690,Mi pecadora,Rodolfo BIAGI,Hugo Duval,TANGO,1953-12-12,Oscar de la Fuente,Oscar de la Fuente,,
10691,Cielito mío,Rodolfo BIAGI,,TANGO,1954-06-29,Osvaldo Fresedo,Emilio Fresedo,,
10692,Sangre de mi sangre,Rodolfo BIAGI,Hugo Duval,TANGO,1954-06-29,Reinaldo Yiso y Juan Manuel Mañueco,Reinaldo Yiso y Juan Manuel Mañueco,,
10693,No me digas que no,Rodolfo BIAGI,Hugo Duval,TANGO,1954-12-29,Agustín Bergoto,Carlos Antonio Russo,,
10694,Y no te voy a llorar,Rodolfo BIAGI,Hugo Duval,TANGO,1954-12-29,Luciano Leocata,Abel Aznar,,
10695,Santa Milonguita,Rodolfo BIAGI,Hugo Duval,TANGO,1955-11-04,Enrique Delfino,Enrique Cadícamo,,
10696,Triste comedia,Rodolfo BIAGI,Hugo Duval,TANGO,1955-11-04,Héctor Stamponi,Oscar Rubens,,
10697,Alguien,Rodolfo BIAGI,Hugo Duval,TANGO,1956-03-24,Héctor Stamponi,Eugenio Majul,,
